id,attaches
3160,"[{""name"": ""SCAN_20221229_160625489.pdf"", ""path"": ""approval_2025_attachments/apr19759161/SCAN_20221229_160625489.pdf""}, {""name"": ""SCAN_20230103_132905768.pdf"", ""path"": ""approval_2025_attachments/apr19759161/SCAN_20230103_132905768.pdf""}, {""name"": ""SCAN_20230103_132941584.pdf"", ""path"": ""approval_2025_attachments/apr19759161/SCAN_20230103_132941584.pdf""}]"
3161,"[{""name"": ""SCAN_20230102_150622962.pdf"", ""path"": ""approval_2025_attachments/apr19759188/SCAN_20230102_150622962.pdf""}, {""name"": ""SCAN_20230103_135113745.pdf"", ""path"": ""approval_2025_attachments/apr19759188/SCAN_20230103_135113745.pdf""}]"
3162,"[{""name"": ""발주서_리눅스데이터_레드랫 서브스크립션_20230103.pdf"", ""path"": ""approval_2025_attachments/apr19761906/발주서_리눅스데이터_레드랫 서브스크립션_20230103.pdf""}]"
3163,"[{""name"": ""영수증4.jpg"", ""path"": ""approval_2025_attachments/apr19756204/영수증4.jpg""}, {""name"": ""영수증2.jpg"", ""path"": ""approval_2025_attachments/apr19756204/영수증2.jpg""}, {""name"": ""영수증1.jpg"", ""path"": ""approval_2025_attachments/apr19756204/영수증1.jpg""}, {""name"": ""영수증3.jpg"", ""path"": ""approval_2025_attachments/apr19756204/영수증3.jpg""}, {""name"": ""영수증5.jpg"", ""path"": ""approval_2025_attachments/apr19756204/영수증5.jpg""}]"
3166,"[{""name"": ""KTX(대전→광명).png"", ""path"": ""approval_2025_attachments/apr19756062/KTX(대전→광명).png""}, {""name"": ""KTX(광명→대전).png"", ""path"": ""approval_2025_attachments/apr19756062/KTX(광명→대전).png""}, {""name"": ""택시비(대전역→유성).jpg"", ""path"": ""approval_2025_attachments/apr19756062/택시비(대전역→유성).jpg""}]"
3167,"[{""name"": ""기차표2.pdf"", ""path"": ""approval_2025_attachments/apr19768767/기차표2.pdf""}, {""name"": ""기차표1.pdf"", ""path"": ""approval_2025_attachments/apr19768767/기차표1.pdf""}, {""name"": ""택시비1.pdf"", ""path"": ""approval_2025_attachments/apr19768767/택시비1.pdf""}, {""name"": ""택시비2.pdf"", ""path"": ""approval_2025_attachments/apr19768767/택시비2.pdf""}]"
3169,"[{""name"": ""요청내용.jpeg"", ""path"": ""approval_2025_attachments/apr19766049/요청내용.jpeg""}]"
3171,"[{""name"": ""기차.png"", ""path"": ""approval_2025_attachments/apr19780601/기차.png""}, {""name"": ""카페.jpeg"", ""path"": ""approval_2025_attachments/apr19780601/카페.jpeg""}, {""name"": ""택시1.jpeg"", ""path"": ""approval_2025_attachments/apr19780601/택시1.jpeg""}, {""name"": ""택시2.jpeg"", ""path"": ""approval_2025_attachments/apr19780601/택시2.jpeg""}]"
3172,"[{""name"": ""야근식대.png"", ""path"": ""approval_2025_attachments/apr19780639/야근식대.png""}]"
3176,"[{""name"": ""삼성SDI_지식자산관리시스템(IAMS) 기능 고도화.pdf"", ""path"": ""approval_2025_attachments/apr19790530/삼성SDI_지식자산관리시스템(IAMS) 기능 고도화.pdf""}, {""name"": ""삼성SDI_지식자산관리시스템(IAMS) 기능 고도화(서비스일반조건).pdf"", ""path"": ""approval_2025_attachments/apr19790530/삼성SDI_지식자산관리시스템(IAMS) 기능 고도화(서비스일반조건).pdf""}, {""name"": ""P220050CI_(삼성SDI)+지식자산관리시스템 기능고도화(20221229_20230731)_20230106(V5.0).xlsx"", ""path"": ""approval_2025_attachments/apr19790530/P220050CI_(삼성SDI)+지식자산관리시스템 기능고도화(20221229_20230731)_20230106(V5.0).xlsx""}]"
3184,"[{""name"": ""다우기술 전자구매시스템, R750x2뿌리오.pdf"", ""path"": ""approval_2025_attachments/apr19805455/다우기술 전자구매시스템, R750x2뿌리오.pdf""}, {""name"": ""SCAN_20230106_122624509.pdf"", ""path"": ""approval_2025_attachments/apr19805455/SCAN_20230106_122624509.pdf""}]"
3185,"[{""name"": ""SCAN_20230104_150506912.pdf"", ""path"": ""approval_2025_attachments/apr19805492/SCAN_20230104_150506912.pdf""}, {""name"": ""SCAN_20230105_150456271.pdf"", ""path"": ""approval_2025_attachments/apr19805492/SCAN_20230105_150456271.pdf""}, {""name"": ""SCAN_20230104_150543083.pdf"", ""path"": ""approval_2025_attachments/apr19805492/SCAN_20230104_150543083.pdf""}]"
3186,"[{""name"": ""SCAN_20230106_133427413.pdf"", ""path"": ""approval_2025_attachments/apr19805513/SCAN_20230106_133427413.pdf""}, {""name"": ""SCAN_20230106_133357351.pdf"", ""path"": ""approval_2025_attachments/apr19805513/SCAN_20230106_133357351.pdf""}]"
3187,"[{""name"": ""SCAN_20230109_160135605.pdf"", ""path"": ""approval_2025_attachments/apr19805527/SCAN_20230109_160135605.pdf""}, {""name"": ""SCAN_20230109_160102947.pdf"", ""path"": ""approval_2025_attachments/apr19805527/SCAN_20230109_160102947.pdf""}]"
3188,"[{""name"": ""2022년_12월_외주용역비 지급품의_솔루션사업부(20230116).xlsx"", ""path"": ""approval_2025_attachments/apr19809312/2022년_12월_외주용역비 지급품의_솔루션사업부(20230116).xlsx""}]"
3190,"[{""name"": ""2022년_진도보고서_김지명_(주)애니파이브_2023.1.pdf"", ""path"": ""approval_2025_attachments/apr19809311/2022년_진도보고서_김지명_(주)애니파이브_2023.1.pdf""}]"
3192,"[{""name"": ""ITO 지급품의 23_0115.xlsx"", ""path"": ""approval_2025_attachments/apr19816284/ITO 지급품의 23_0115.xlsx""}]"
3195,"[{""name"": ""20230111_축평원회식.jpg"", ""path"": ""approval_2025_attachments/apr19825137/20230111_축평원회식.jpg""}]"
3196,"[{""name"": ""택시비_심송미_20220111.pdf"", ""path"": ""approval_2025_attachments/apr19826178/택시비_심송미_20220111.pdf""}]"
3197,"[{""name"": ""SCAN_20230106_122657411.pdf"", ""path"": ""approval_2025_attachments/apr19833321/SCAN_20230106_122657411.pdf""}, {""name"": ""SCAN_20230113_093452067.pdf"", ""path"": ""approval_2025_attachments/apr19833321/SCAN_20230113_093452067.pdf""}, {""name"": ""SCAN_20230113_093534339.pdf"", ""path"": ""approval_2025_attachments/apr19833321/SCAN_20230113_093534339.pdf""}, {""name"": ""SCAN_20230113_093412780.pdf"", ""path"": ""approval_2025_attachments/apr19833321/SCAN_20230113_093412780.pdf""}]"
3198,"[{""name"": ""SCAN_20230106_154419989.pdf"", ""path"": ""approval_2025_attachments/apr19833355/SCAN_20230106_154419989.pdf""}, {""name"": ""애니파이브_발주(Dell Part)_20230106-1Part.xlsx"", ""path"": ""approval_2025_attachments/apr19833355/애니파이브_발주(Dell Part)_20230106-1Part.xlsx""}]"
3199,"[{""name"": ""SCAN_20230112_140959363.pdf"", ""path"": ""approval_2025_attachments/apr19833400/SCAN_20230112_140959363.pdf""}, {""name"": ""SCAN_20230112_140926125.pdf"", ""path"": ""approval_2025_attachments/apr19833400/SCAN_20230112_140926125.pdf""}, {""name"": ""SCAN_20230113_092822807.pdf"", ""path"": ""approval_2025_attachments/apr19833400/SCAN_20230113_092822807.pdf""}, {""name"": ""SCAN_20230112_140855910.pdf"", ""path"": ""approval_2025_attachments/apr19833400/SCAN_20230112_140855910.pdf""}]"
3200,"[{""name"": ""SCAN_20230111_162959701.pdf"", ""path"": ""approval_2025_attachments/apr19833418/SCAN_20230111_162959701.pdf""}, {""name"": ""SCAN_20230110_104815310.pdf"", ""path"": ""approval_2025_attachments/apr19833418/SCAN_20230110_104815310.pdf""}, {""name"": ""SCAN_20230111_162926972.pdf"", ""path"": ""approval_2025_attachments/apr19833418/SCAN_20230111_162926972.pdf""}]"
3205,"[{""name"": ""동대구역_광명역_KTX.jpg"", ""path"": ""approval_2025_attachments/apr19848522/동대구역_광명역_KTX.jpg""}, {""name"": ""서울역_동대구역_KTX.jpg"", ""path"": ""approval_2025_attachments/apr19848522/서울역_동대구역_KTX.jpg""}, {""name"": ""DGIST_동대구역_택시비.jpg"", ""path"": ""approval_2025_attachments/apr19848522/DGIST_동대구역_택시비.jpg""}, {""name"": ""동대구역_DGIST_택시비.jpg"", ""path"": ""approval_2025_attachments/apr19848522/동대구역_DGIST_택시비.jpg""}]"
3211,"[{""name"": ""SCAN_20230116_103820063.pdf"", ""path"": ""approval_2025_attachments/apr19856237/SCAN_20230116_103820063.pdf""}, {""name"": ""SCAN_20230116_103856443.pdf"", ""path"": ""approval_2025_attachments/apr19856237/SCAN_20230116_103856443.pdf""}, {""name"": ""SBI저축은행 케이블링 견적서(2023.01.02_에니파이브).pdf"", ""path"": ""approval_2025_attachments/apr19856237/SBI저축은행 케이블링 견적서(2023.01.02_에니파이브).pdf""}]"
3212,"[{""name"": ""SCAN_20230116_103926667.pdf"", ""path"": ""approval_2025_attachments/apr19856260/SCAN_20230116_103926667.pdf""}]"
3213,"[{""name"": ""SCAN_20230116_103738243.pdf"", ""path"": ""approval_2025_attachments/apr19856314/SCAN_20230116_103738243.pdf""}]"
3215,"[{""name"": ""세기공조플랜트_작업완료보고서-221228-(축산물품질평가원 항온항습기 가습기 set 교체).xlsx"", ""path"": ""approval_2025_attachments/apr19858977/세기공조플랜트_작업완료보고서-221228-(축산물품질평가원 항온항습기 가습기 set 교체).xlsx""}]"
3216,"[{""name"": ""견적서_대전렌탈(복합기)_20230105.xlsx"", ""path"": ""approval_2025_attachments/apr19854311/견적서_대전렌탈(복합기)_20230105.xlsx""}, {""name"": ""세금계산서_대전렌탈.jpg"", ""path"": ""approval_2025_attachments/apr19854311/세금계산서_대전렌탈.jpg""}]"
3223,"[{""name"": ""2022년_12월_외주용역비 지급품의_공공사업부_20230125.xlsx"", ""path"": ""approval_2025_attachments/apr19867408/2022년_12월_외주용역비 지급품의_공공사업부_20230125.xlsx""}]"
3224,"[{""name"": ""ITO 지급품의 23_0125.xlsx"", ""path"": ""approval_2025_attachments/apr19865328/ITO 지급품의 23_0125.xlsx""}]"
3225,"[{""name"": ""세금계산서_마크프로.pdf"", ""path"": ""approval_2025_attachments/apr19862387/세금계산서_마크프로.pdf""}]"
3232,"[{""name"": ""2022년_12월_외주용역비 지급품의_솔루션사업부_20230125.xlsx"", ""path"": ""approval_2025_attachments/apr19873127/2022년_12월_외주용역비 지급품의_솔루션사업부_20230125.xlsx""}]"
3233,"[{""name"": ""2023년_1월_외주용역비 지급품의_공통_20230125.xlsx"", ""path"": ""approval_2025_attachments/apr19874338/2023년_1월_외주용역비 지급품의_공통_20230125.xlsx""}, {""name"": ""협력사_계약현황_20230101.xlsx"", ""path"": ""approval_2025_attachments/apr19874338/협력사_계약현황_20230101.xlsx""}]"
3239,"[{""name"": ""SCG매입내역_202211.pdf"", ""path"": ""approval_2025_attachments/apr19878486/SCG매입내역_202211.pdf""}, {""name"": ""세금계산서_성장상사(DELL운송비).pdf"", ""path"": ""approval_2025_attachments/apr19878486/세금계산서_성장상사(DELL운송비).pdf""}, {""name"": ""세금계산서_비즈퀵앤화물.jpg"", ""path"": ""approval_2025_attachments/apr19878486/세금계산서_비즈퀵앤화물.jpg""}, {""name"": ""세금계싼서_씨제이대한통운.jpg"", ""path"": ""approval_2025_attachments/apr19878486/세금계싼서_씨제이대한통운.jpg""}]"
3247,"[{""name"": ""SCAN_20230120_094759092.pdf"", ""path"": ""approval_2025_attachments/apr19906513/SCAN_20230120_094759092.pdf""}, {""name"": ""SCAN_20230120_094859400.pdf"", ""path"": ""approval_2025_attachments/apr19906513/SCAN_20230120_094859400.pdf""}, {""name"": ""SCAN_20230120_094829310.pdf"", ""path"": ""approval_2025_attachments/apr19906513/SCAN_20230120_094829310.pdf""}]"
3248,"[{""name"": ""SCAN_20230120_083426469.pdf"", ""path"": ""approval_2025_attachments/apr19906519/SCAN_20230120_083426469.pdf""}, {""name"": ""SCAN_20230117_095632259.pdf"", ""path"": ""approval_2025_attachments/apr19906519/SCAN_20230117_095632259.pdf""}]"
3249,"[{""name"": ""SCAN_20230127_121835181.pdf"", ""path"": ""approval_2025_attachments/apr19906525/SCAN_20230127_121835181.pdf""}, {""name"": ""SCAN_20230127_121802508.pdf"", ""path"": ""approval_2025_attachments/apr19906525/SCAN_20230127_121802508.pdf""}]"
3252,"[{""name"": ""SK이노베이션 프로젝트 인력 운영안.htm"", ""path"": ""approval_2025_attachments/apr19906639/SK이노베이션 프로젝트 인력 운영안.htm""}, {""name"": ""현대모비스 진행과제 인력운영의 건.htm"", ""path"": ""approval_2025_attachments/apr19906639/현대모비스 진행과제 인력운영의 건.htm""}, {""name"": ""김상욱 인력 운영안.htm"", ""path"": ""approval_2025_attachments/apr19906639/김상욱 인력 운영안.htm""}, {""name"": ""프로젝트 인센티브 규정.JPG"", ""path"": ""approval_2025_attachments/apr19906639/프로젝트 인센티브 규정.JPG""}]"
3256,"[{""name"": ""영수증.pdf"", ""path"": ""approval_2025_attachments/apr19917793/영수증.pdf""}]"
3257,"[{""name"": ""20230107_야근식대_이용일.pdf"", ""path"": ""approval_2025_attachments/apr19923071/20230107_야근식대_이용일.pdf""}]"
3258,"[{""name"": ""20221202_전주출장_이용일.pdf"", ""path"": ""approval_2025_attachments/apr19923051/20221202_전주출장_이용일.pdf""}]"
3259,"[{""name"": ""20221211_부산출장_이용일.pdf"", ""path"": ""approval_2025_attachments/apr19923060/20221211_부산출장_이용일.pdf""}]"
3260,"[{""name"": ""20230118_연세대출장_이용일.pdf"", ""path"": ""approval_2025_attachments/apr19923079/20230118_연세대출장_이용일.pdf""}]"
3262,"[{""name"": ""1월 기타 경비.pdf"", ""path"": ""approval_2025_attachments/apr19928357/1월 기타 경비.pdf""}]"
3263,"[{""name"": ""2023.1.28.부산-서울 기차표.pdf"", ""path"": ""approval_2025_attachments/apr19924240/2023.1.28.부산-서울 기차표.pdf""}, {""name"": ""2023.1.28.숙박영수증.jpg"", ""path"": ""approval_2025_attachments/apr19924240/2023.1.28.숙박영수증.jpg""}]"
3279,"[{""name"": ""SCAN_20230202_142936053.pdf"", ""path"": ""approval_2025_attachments/apr19956743/SCAN_20230202_142936053.pdf""}, {""name"": ""SCAN_20230202_143008807.pdf"", ""path"": ""approval_2025_attachments/apr19956743/SCAN_20230202_143008807.pdf""}, {""name"": ""SCAN_20230201_090448458.pdf"", ""path"": ""approval_2025_attachments/apr19956743/SCAN_20230201_090448458.pdf""}]"
3280,"[{""name"": ""SCAN_20230203_105230433.pdf"", ""path"": ""approval_2025_attachments/apr19956769/SCAN_20230203_105230433.pdf""}, {""name"": ""SCAN_20230202_143109222.pdf"", ""path"": ""approval_2025_attachments/apr19956769/SCAN_20230202_143109222.pdf""}, {""name"": ""SCAN_20230202_143039051.pdf"", ""path"": ""approval_2025_attachments/apr19956769/SCAN_20230202_143039051.pdf""}]"
3281,"[{""name"": ""한국전자통신연구원_스마트워크를 위한 R&BD 플랫폼 혁신사업(2차) 외 1건.pdf"", ""path"": ""approval_2025_attachments/apr19954748/한국전자통신연구원_스마트워크를 위한 R&BD 플랫폼 혁신사업(2차) 외 1건.pdf""}, {""name"": ""P220053GM_(한국전자통신연구원)+통합정보시스템유지관리(20230201_20250131)_20230203(V5.01).xlsx"", ""path"": ""approval_2025_attachments/apr19954748/P220053GM_(한국전자통신연구원)+통합정보시스템유지관리(20230201_20250131)_20230203(V5.01).xlsx""}]"
3282,"[{""name"": ""2023.02.02.대전-서울 기차표.pdf"", ""path"": ""approval_2025_attachments/apr19959786/2023.02.02.대전-서울 기차표.pdf""}]"
3283,"[{""name"": ""대전에서 서울.jpg"", ""path"": ""approval_2025_attachments/apr19954557/대전에서 서울.jpg""}, {""name"": ""서울에서 대전.jpg"", ""path"": ""approval_2025_attachments/apr19954557/서울에서 대전.jpg""}, {""name"": ""택시비.jpg"", ""path"": ""approval_2025_attachments/apr19954557/택시비.jpg""}]"
3286,"[{""name"": ""팀뷰어 구매.png"", ""path"": ""approval_2025_attachments/apr19980042/팀뷰어 구매.png""}, {""name"": ""P220053GM_(한국전자토인연구원)+통합정보시스템유지관리(20230201_20250131)_20230202(V5.02).xlsx"", ""path"": ""approval_2025_attachments/apr19980042/P220053GM_(한국전자토인연구원)+통합정보시스템유지관리(20230201_20250131)_20230202(V5.02).xlsx""}]"
3292,"[{""name"": ""앳시스-20230206-001-스카우트_R450x1.pdf"", ""path"": ""approval_2025_attachments/apr19990238/앳시스-20230206-001-스카우트_R450x1.pdf""}, {""name"": ""SCAN_20230208_135102753.pdf"", ""path"": ""approval_2025_attachments/apr19990238/SCAN_20230208_135102753.pdf""}]"
3293,"[{""name"": ""SCAN_20230206_151503151.pdf"", ""path"": ""approval_2025_attachments/apr19990261/SCAN_20230206_151503151.pdf""}]"
3304,"[{""name"": ""SCAN_20230209_091346846.pdf"", ""path"": ""approval_2025_attachments/apr20003950/SCAN_20230209_091346846.pdf""}, {""name"": ""SCAN_20230209_091316663.pdf"", ""path"": ""approval_2025_attachments/apr20003950/SCAN_20230209_091316663.pdf""}, {""name"": ""SCAN_20230209_091243573.pdf"", ""path"": ""approval_2025_attachments/apr20003950/SCAN_20230209_091243573.pdf""}]"
3305,"[{""name"": ""SCAN_20230210_095326713.pdf"", ""path"": ""approval_2025_attachments/apr20003978/SCAN_20230210_095326713.pdf""}, {""name"": ""SCAN_20230207_163318621.pdf"", ""path"": ""approval_2025_attachments/apr20003978/SCAN_20230207_163318621.pdf""}, {""name"": ""SCAN_20230210_095253514.pdf"", ""path"": ""approval_2025_attachments/apr20003978/SCAN_20230210_095253514.pdf""}, {""name"": ""SCAN_20230209_130937684.pdf"", ""path"": ""approval_2025_attachments/apr20003978/SCAN_20230209_130937684.pdf""}]"
3306,"[{""name"": ""SCAN_20230210_102914048.pdf"", ""path"": ""approval_2025_attachments/apr20003996/SCAN_20230210_102914048.pdf""}]"
3312,"[{""name"": ""ITO 지급품의 23_0215.xlsx"", ""path"": ""approval_2025_attachments/apr20018817/ITO 지급품의 23_0215.xlsx""}]"
3315,"[{""name"": ""쌍용플래티넘에스 가스비청구서.pdf"", ""path"": ""approval_2025_attachments/apr20017095/쌍용플래티넘에스 가스비청구서.pdf""}]"
3322,"[{""name"": ""20230215_간식비_장상익.pdf"", ""path"": ""approval_2025_attachments/apr20035628/20230215_간식비_장상익.pdf""}]"
3323,"[{""name"": ""23.02.15영수증.jpg"", ""path"": ""approval_2025_attachments/apr20032599/23.02.15영수증.jpg""}]"
3325,"[{""name"": ""다우기술 전자구매시스템, Kitx18.pdf"", ""path"": ""approval_2025_attachments/apr20042673/다우기술 전자구매시스템, Kitx18.pdf""}, {""name"": ""SCAN_20230127_121908411.pdf"", ""path"": ""approval_2025_attachments/apr20042673/SCAN_20230127_121908411.pdf""}]"
3326,"[{""name"": ""SCAN_20230214_140420893.pdf"", ""path"": ""approval_2025_attachments/apr20042697/SCAN_20230214_140420893.pdf""}, {""name"": ""SCAN_20230213_142828057.pdf"", ""path"": ""approval_2025_attachments/apr20042697/SCAN_20230213_142828057.pdf""}, {""name"": ""SCAN_20230214_140350712.pdf"", ""path"": ""approval_2025_attachments/apr20042697/SCAN_20230214_140350712.pdf""}]"
3327,"[{""name"": ""SCAN_20230214_140715816.pdf"", ""path"": ""approval_2025_attachments/apr20042720/SCAN_20230214_140715816.pdf""}]"
3328,"[{""name"": ""SCAN_20230216_135416751.pdf"", ""path"": ""approval_2025_attachments/apr20042749/SCAN_20230216_135416751.pdf""}, {""name"": ""SCAN_20230216_135449475.pdf"", ""path"": ""approval_2025_attachments/apr20042749/SCAN_20230216_135449475.pdf""}, {""name"": ""발주서_오렌지아이_삼성SDI 천안 소형 하둡서버 하드디스크 교체_20230216.pdf"", ""path"": ""approval_2025_attachments/apr20042749/발주서_오렌지아이_삼성SDI 천안 소형 하둡서버 하드디스크 교체_20230216.pdf""}]"
3330,"[{""name"": ""20230216_스티키매트구매.jpg"", ""path"": ""approval_2025_attachments/apr20044263/20230216_스티키매트구매.jpg""}, {""name"": ""20230216_PC메인보드구매.jpg"", ""path"": ""approval_2025_attachments/apr20044263/20230216_PC메인보드구매.jpg""}]"
3333,"[{""name"": ""견적서_애니파이브_토요타파이낸셜_망분리구축_230216.xlsx"", ""path"": ""approval_2025_attachments/apr20048870/견적서_애니파이브_토요타파이낸셜_망분리구축_230216.xlsx""}]"
3334,"[{""name"": ""SCAN_20230217_102236750.pdf"", ""path"": ""approval_2025_attachments/apr20048878/SCAN_20230217_102236750.pdf""}]"
3344,"[{""name"": ""2023년_01월_외주용역비 지급품의_솔루션사업팀_20230227.xlsx"", ""path"": ""approval_2025_attachments/apr20073036/2023년_01월_외주용역비 지급품의_솔루션사업팀_20230227.xlsx""}]"
3345,"[{""name"": ""2023년_01월_외주용역비 지급품의_공통_20230227.xlsx"", ""path"": ""approval_2025_attachments/apr20073092/2023년_01월_외주용역비 지급품의_공통_20230227.xlsx""}]"
3346,"[{""name"": ""김보라 진단서_입퇴원확인서.pdf"", ""path"": ""approval_2025_attachments/apr20069446/김보라 진단서_입퇴원확인서.pdf""}]"
3354,"[{""name"": ""ITO 지급품의 23_0225.xlsx"", ""path"": ""approval_2025_attachments/apr20078251/ITO 지급품의 23_0225.xlsx""}]"
3355,"[{""name"": ""입사지원자_윤영현(ETRI사업팀).pdf"", ""path"": ""approval_2025_attachments/apr20075526/입사지원자_윤영현(ETRI사업팀).pdf""}]"
3357,"[{""name"": ""서울에서 대전.jpg"", ""path"": ""approval_2025_attachments/apr20074359/서울에서 대전.jpg""}, {""name"": ""대전에서 서울.jpg"", ""path"": ""approval_2025_attachments/apr20074359/대전에서 서울.jpg""}, {""name"": ""택시비.jpg"", ""path"": ""approval_2025_attachments/apr20074359/택시비.jpg""}]"
3361,"[{""name"": ""20230223호텔오아시스_전현덕.jpg"", ""path"": ""approval_2025_attachments/apr20085538/20230223호텔오아시스_전현덕.jpg""}, {""name"": ""전현덕_통장사본.jpg"", ""path"": ""approval_2025_attachments/apr20085538/전현덕_통장사본.jpg""}]"
3362,"[{""name"": ""SCAN_20230220_142828018.pdf"", ""path"": ""approval_2025_attachments/apr20091553/SCAN_20230220_142828018.pdf""}, {""name"": ""SCAN_20230220_142754936.pdf"", ""path"": ""approval_2025_attachments/apr20091553/SCAN_20230220_142754936.pdf""}, {""name"": ""SCAN_20230202_143139449.pdf"", ""path"": ""approval_2025_attachments/apr20091553/SCAN_20230202_143139449.pdf""}, {""name"": ""SCAN_20230217_133633546.pdf"", ""path"": ""approval_2025_attachments/apr20091553/SCAN_20230217_133633546.pdf""}]"
3363,"[{""name"": ""SCAN_20230217_112243673.pdf"", ""path"": ""approval_2025_attachments/apr20091581/SCAN_20230217_112243673.pdf""}]"
3364,"[{""name"": ""SCAN_20230224_090140382.pdf"", ""path"": ""approval_2025_attachments/apr20091599/SCAN_20230224_090140382.pdf""}]"
3366,"[{""name"": ""세금계산서_운송비(씨제이대한통운).jpg"", ""path"": ""approval_2025_attachments/apr20095796/세금계산서_운송비(씨제이대한통운).jpg""}, {""name"": ""세금계산서_운송비(비즈퀵앤화물).jpg"", ""path"": ""approval_2025_attachments/apr20095796/세금계산서_운송비(비즈퀵앤화물).jpg""}, {""name"": ""세금계산서_운송비(성장상사).pdf"", ""path"": ""approval_2025_attachments/apr20095796/세금계산서_운송비(성장상사).pdf""}, {""name"": ""SCGS_매입내역_202212.pdf"", ""path"": ""approval_2025_attachments/apr20095796/SCGS_매입내역_202212.pdf""}, {""name"": ""세금계산서_데이타쎌테크,비즈앤블럭.pdf"", ""path"": ""approval_2025_attachments/apr20095796/세금계산서_데이타쎌테크,비즈앤블럭.pdf""}]"
3372,"[{""name"": ""SCAN_20230224_114826646.pdf"", ""path"": ""approval_2025_attachments/apr20108192/SCAN_20230224_114826646.pdf""}, {""name"": ""SCAN_20230224_114905707.pdf"", ""path"": ""approval_2025_attachments/apr20108192/SCAN_20230224_114905707.pdf""}, {""name"": ""SCAN_20230224_114942057.pdf"", ""path"": ""approval_2025_attachments/apr20108192/SCAN_20230224_114942057.pdf""}]"
3376,"[{""name"": ""20220222_본사출장_성정은_택시_오후.png"", ""path"": ""approval_2025_attachments/apr20101661/20220222_본사출장_성정은_택시_오후.png""}, {""name"": ""20220223_본사출장_성정은_택시_오전.png"", ""path"": ""approval_2025_attachments/apr20101661/20220223_본사출장_성정은_택시_오전.png""}, {""name"": ""20220223_본사출장_성정은_택시_오후.png"", ""path"": ""approval_2025_attachments/apr20101661/20220223_본사출장_성정은_택시_오후.png""}, {""name"": ""20220222_본사출장_성정은_택시_오전.jpg"", ""path"": ""approval_2025_attachments/apr20101661/20220222_본사출장_성정은_택시_오전.jpg""}]"
3378,"[{""name"": ""[계약서]한국철도기술연구원_TLO 업무 자동화 및 R&D 지원 통합관리시스템 구축.pdf"", ""path"": ""approval_2025_attachments/apr20113510/[계약서]한국철도기술연구원_TLO 업무 자동화 및 R&D 지원 통합관리시스템 구축.pdf""}, {""name"": ""P230004GS(한국철도기술연구원)+지재권관리시스템 구축(20230222_20230706)_20230217(V5.02).xlsx"", ""path"": ""approval_2025_attachments/apr20113510/P230004GS(한국철도기술연구원)+지재권관리시스템 구축(20230222_20230706)_20230217(V5.02).xlsx""}]"
3379,"[{""name"": ""비용신청내용_김용화.JPG"", ""path"": ""approval_2025_attachments/apr20114641/비용신청내용_김용화.JPG""}]"
3383,"[{""name"": ""2월 교통비.pdf"", ""path"": ""approval_2025_attachments/apr20128823/2월 교통비.pdf""}]"
3384,"[{""name"": ""2월 기타 경비.pdf"", ""path"": ""approval_2025_attachments/apr20128859/2월 기타 경비.pdf""}]"
3385,"[{""name"": ""SCAN_20230303_110034307.pdf"", ""path"": ""approval_2025_attachments/apr20138518/SCAN_20230303_110034307.pdf""}]"
3387,"[{""name"": ""예비군소집통지서_곽범수.pdf"", ""path"": ""approval_2025_attachments/apr20137552/예비군소집통지서_곽범수.pdf""}]"
3388,"[{""name"": ""23.02.22 _ 23.02.23 본사 출장비_이하연.zip"", ""path"": ""approval_2025_attachments/apr20135773/23.02.22 _ 23.02.23 본사 출장비_이하연.zip""}]"
3395,"[{""name"": ""SCAN_20230306_133011365.pdf"", ""path"": ""approval_2025_attachments/apr20162368/SCAN_20230306_133011365.pdf""}, {""name"": ""SCAN_20230306_131250068.pdf"", ""path"": ""approval_2025_attachments/apr20162368/SCAN_20230306_131250068.pdf""}]"
3396,"[{""name"": ""발주서_오렌지아이_삼성SDI 연구소 DGS 하둡서버 하드디스크 교체_20230306-복사.pdf"", ""path"": ""approval_2025_attachments/apr20162380/발주서_오렌지아이_삼성SDI 연구소 DGS 하둡서버 하드디스크 교체_20230306-복사.pdf""}, {""name"": ""SCAN_20230307_131504761.pdf"", ""path"": ""approval_2025_attachments/apr20162380/SCAN_20230307_131504761.pdf""}]"
3398,"[{""name"": ""ITO 지급품의 23_0310.xlsx"", ""path"": ""approval_2025_attachments/apr20162558/ITO 지급품의 23_0310.xlsx""}]"
3413,"[{""name"": ""SCAN_20230308_160435525.pdf"", ""path"": ""approval_2025_attachments/apr20186855/SCAN_20230308_160435525.pdf""}, {""name"": ""SCAN_20230309_115524780.pdf"", ""path"": ""approval_2025_attachments/apr20186855/SCAN_20230309_115524780.pdf""}, {""name"": ""SCAN_20230309_115557999.pdf"", ""path"": ""approval_2025_attachments/apr20186855/SCAN_20230309_115557999.pdf""}]"
3418,"[{""name"": ""예비군통지서_이규범_2.pdf"", ""path"": ""approval_2025_attachments/apr20195664/예비군통지서_이규범_2.pdf""}, {""name"": ""예비군통지서_이규범_1.pdf"", ""path"": ""approval_2025_attachments/apr20195664/예비군통지서_이규범_1.pdf""}]"
3420,"[{""name"": ""2023년_02월_외주용역비 지급품의_ICT사업본부_20230315.xlsx"", ""path"": ""approval_2025_attachments/apr20201552/2023년_02월_외주용역비 지급품의_ICT사업본부_20230315.xlsx""}]"
